27.700035,34.099709,0.616436,1
27.700047,34.099709,0.33504772,1
27.70006,34.099705,0.62594986,1
27.700085,34.099705,0.80734253,1
27.700092,34.099705,0.35467148,1
27.700092,34.099705,0.092977524,1
27.700098,34.099701,0.3785038,1
27.700098,34.099701,0.37063503,1
27.700098,34.099701,-10.136923,1
27.700098,34.099701,0.32368469,1
27.700104,34.099701,-0.017871857,1
27.700111,34.099701,0.26019096,1
27.700111,34.099701,-0.21960545,1
27.700111,34.099701,-0.16848087,1
27.700117,34.099701,0.085920334,1
27.70013,34.099697,-0.015868187,1
27.700144,34.099697,0.16182327,1
27.700144,34.099697,-0.30693817,1
27.700144,34.099697,0.10763645,1
27.70015,34.099697,-0.30494404,1
27.700169,34.099693,-0.11833668,1
27.700188,34.099693,-0.94798565,1
27.700188,34.099693,-0.0067243576,1
27.700201,34.099689,0.32074451,1
27.700201,34.099689,0.19097805,1
27.700201,34.099689,0.071146965,1
27.700207,34.099689,0.30080223,1
27.700212,34.099689,-0.17054367,1
27.70022,34.099689,0.18501091,1
27.700226,34.099689,-0.30049801,1
27.700239,34.099686,-0.12307167,1
27.700239,34.099686,-1.1321259,1
27.700239,34.099686,0.14468384,1
27.700245,34.099686,0.60399246,1
27.700253,34.099686,0.20196247,1
27.700258,34.099686,0.14351177,1
27.700258,34.099686,-0.16738415,1
27.700264,34.099682,0.031597137,1
27.700264,34.099682,-0.055872917,1
27.700264,34.099682,0.070952415,1
27.700264,34.099682,0.072980881,1
27.700264,34.099682,0.18895721,1
27.700264,34.099682,-0.36122608,1
27.700272,34.099682,-0.12754726,1
27.700277,34.099682,0.096396446,1
27.700283,34.099682,0.16844082,1
27.700291,34.099682,-0.017251015,1
27.700291,34.099682,0.053560257,1
27.700296,34.099678,-0.1894331,1
27.700296,34.099678,-0.1576004,1
27.700302,34.099678,0.10290146,1
27.70031,34.099678,-0.099125862,1
27.700321,34.099678,0.13241673,1
27.700321,34.099678,-0.11896896,1
27.700329,34.099678,0.046051025,1
27.700335,34.099674,0.15270996,1
27.700335,34.099674,-0.14311123,1
27.700335,34.099674,0.076838493,1
27.700361,34.099674,-0.28553581,1
27.700361,34.099674,0.054732323,1
27.700361,34.099674,0.13615799,1
27.700367,34.09967,-0.33515072,1
27.700367,34.09967,-0.10934067,1
27.700373,34.09967,-0.28178978,1
27.700373,34.09967,-0.015075684,1
27.700373,34.09967,0.08175087,1
27.700386,34.09967,-0.24534702,1
27.700411,34.099667,-3.421628,1
27.700411,34.099667,-0.2571497,1
27.700411,34.099667,-0.050073624,1
27.700424,34.099667,-0.093682289,1
27.70043,34.099667,-0.32085419,1
27.700449,34.099663,-0.24399757,1
27.700457,34.099663,0.050495148,1
27.700462,34.099663,-0.17790318,1
27.70047,34.099659,-13.245371,1
27.70047,34.099659,-0.67545795,1
27.700476,34.099659,0.43590927,1
27.700481,34.099659,0.30308056,1
27.700481,34.099659,-0.12164688,1
27.7005,34.099655,-0.27290916,1
27.700508,34.099655,0.80644417,1
27.700514,34.099655,0.035195351,1
27.700533,34.099655,-0.14153576,1
27.700533,34.099655,0.51657486,1
27.700539,34.099651,0.4926281,1
27.700539,34.099651,-5.9430103,1
27.700558,34.099651,0.43429279,1
27.700558,34.099651,0.49842167,1
27.700565,34.099651,0.57764435,1
27.700577,34.099648,0.37106609,1
27.700577,34.099648,0.13890743,1
27.700603,34.099648,0.029860497,1
27.700617,34.099644,0.45552444,1
27.700617,34.099644,0.23493958,1
27.700623,34.099644,0.43644047,1
27.700623,34.099644,0.17815781,1
27.700623,34.099644,0.18129539,1
27.700623,34.099644,0.57920361,1
27.700636,34.099644,0.3203764,1
27.700636,34.099644,0.015697479,1
27.700642,34.09964,0.13817787,1
27.700642,34.09964,0.27042198,1
27.700642,34.09964,0.07672596,1
27.700649,34.09964,-15.348845,1
27.700647,34.09964,0.22198296,1
27.700661,34.09964,0.51635265,1
27.700666,34.09964,0.3149147,1
27.700666,34.09964,-0.024846077,1
27.700674,34.09964,0.34939098,1
