      80001     8.84210   103.10960          0.00000    -10.7869      0.0050	   -12.080	   -10.787	   -11.593
      80001     8.89130   103.12770         -0.00000    -10.8405      0.0050	   -12.126	   -10.834	   -11.645
      80001     8.94090   103.14600         -0.00000    -10.8785      0.0050	   -12.159	   -10.867	   -11.688
      80001     8.98970   103.16390         -0.00000    -10.9197      0.0050	   -12.194	   -10.909	   -11.732
      80001     9.03890   103.18200         -0.00000    -10.9719      0.0050	   -12.235	   -10.961	   -11.792
      80001     9.08790   103.20010         -0.00000    -11.0225      0.0050	   -12.285	   -11.012	   -11.850
      80001     9.13710   103.21830         -0.00000    -11.0754      0.0050	   -12.353	   -11.065	   -11.912
      80001     9.18610   103.23630         -0.00000    -11.1326      0.0050	   -12.437	   -11.124	   -11.981
      80001     9.23550   103.25450         -0.00000    -11.1946      0.0050	   -12.513	   -11.189	   -12.057
      80001     9.28460   103.27250         -0.00000    -11.2512      0.0050	   -12.570	   -11.244	   -12.126
      80001     9.33370   103.29070         -0.00000    -11.3029      0.0050	   -12.619	   -11.297	   -12.193
      80001     9.38330   103.30900         -0.00000    -11.3569      0.0050	   -12.669	   -11.350	   -12.260
      80001     9.43230   103.32710         -0.00000    -11.4082      0.0050	   -12.720	   -11.403	   -12.321
      80001     9.48090   103.34520         -0.00000    -11.4545      0.0050	   -12.769	   -11.447	   -12.374
      80001     9.52980   103.36330         -0.00000    -11.4889      0.0050	   -12.812	   -11.485	   -12.420
      80001     9.57850   103.38120         -0.00000    -11.5191      0.0050	   -12.848	   -11.518	   -12.463
      80001     9.62720   103.39940          0.00000    -11.5599      0.0050	   -12.883	   -11.560	   -12.516
      80001     9.67640   103.41750         -0.00000    -11.5961      0.0050	   -12.919	   -11.591	   -12.562
      80001     9.72460   103.43540         -0.00000    -11.6157      0.0050	   -12.945	   -11.614	   -12.599
      80001     9.77290   103.45320          0.00000    -11.6517      0.0050	   -12.972	   -11.654	   -12.647
      80001     9.82210   103.47150          0.00000    -11.6939      0.0050	   -13.008	   -11.694	   -12.701
      80001     9.87100   103.48970         -0.00000    -11.7355      0.0050	   -13.048	   -11.734	   -12.756
      80001     9.91980   103.50780          0.00000    -11.7931      0.0050	   -13.090	   -11.795	   -12.830
      80001     9.96840   103.52560          0.00000    -11.8454      0.0050	   -13.139	   -11.850	   -12.895
      80001    10.01550   103.54310          0.00000    -11.8863      0.0050	   -13.183	   -11.895	   -12.952
      80001    10.06620   103.56180          0.00000    -11.9096      0.0050	   -13.225	   -11.942	   -13.003
